Eureka|Eureka Mignon Hopper Cleaning Kit - Smoked|EUR-MHK-S|150|HomeCoffeeSolutions.com|Eureka Mignon Single Dose Hopper with Bellow and Cleaning Kit (250g)|0.8337190839903762
Profitec|Profitec MOVE Espresso Machine|PRO-MOVE-B|2999|The Kitchen Barista|Profitec Jump Espresso Machine|0.8321189561014869
Eureka|Eureka Mignon Zero - Silver|CG-EUR-Z-S|599|The Kitchen Barista|Eureka Mignon Zero Grinder (Red)|0.831034774615574
Eureka|Eureka Mignon Zero 65 AP – Silver|EUR-MIG-Z65-S|749|The Kitchen Barista|Eureka Mignon Zero 65 All Purpose Grinder (White)|0.8254993281666907
Eureka|Eureka Mignon Hopper Cleaning Kit - Transparent|EUR-MHK|135|HomeCoffeeSolutions.com|Eureka Mignon Single Dose Hopper with Bellow and Cleaning Kit (250g)|0.8238442083068626
Profitec|Profitec Pro 400 Espresso Machine - White |SR111| - Store Demo|OB-2507-SR111-PRO-400-W|1949.25|The Kitchen Barista|Profitec Pro 400 Espresso Machine (Open Box Unused)|0.8211481337672556
Eureka|Eureka Mignon Glass Bean Hopper|EUR-GLH|235|HomeCoffeeSolutions.com|Eureka Mignon Complete Hopper (300g)|0.8120742341885091
Eureka|Eureka Atom W 75 Grind By Weight Espresso Grinder - Matte Black |YYC-163| - Store Demo|OB-2507-YYC-163-EUR-ATMW-75-B|2005.15|The Kitchen Barista|Eureka Atom W 75 Grind By Weight Coffee Grinder (Matte Black)|0.8029201399215573
Profitec|Profitec Tamper Station|PRO-TS|109|HomeCoffeeSolutions.com|Profitec Tamping Pad|0.802634305021319
ECM|ECM S-Manuale 64 Burr Grinder - Heritage Edition|CG-ECM-C54-H|949|The Kitchen Barista|ECM C-Manuale 54 Espresso Grinder (Stainless Steel)|0.8009677519047395
